rank,label,exact_rows,exact_safe_amounts,numeric_mismatches,absolute_safe_error,status_exact,method_exact,plan_exact,earliest_exact,optimistic,pessimistic
161,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=median",3,4,21,5718759.15,16,17,17,17,11,10
162,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=earliest",3,4,21,5718759.15,16,17,17,17,11,10
163,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=median;phase=latest",3,4,21,5718759.15,16,17,17,17,11,10
164,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=median;phase=median",3,4,21,5718759.15,16,17,17,17,11,10
165,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=median;phase=earliest",3,4,21,5718759.15,16,17,17,17,11,10
166,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=mean;phase=latest",3,4,21,5718759.15,16,17,17,17,11,10
167,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=mean;phase=median",3,4,21,5718759.15,16,17,17,17,11,10
168,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=mean;phase=earliest",3,4,21,5718759.15,16,17,17,17,11,10
169,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=latest",3,4,21,6313447.94,16,17,17,16,8,13
170,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=median",3,4,21,6313447.94,16,17,17,16,8,13
171,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=earliest",3,4,21,6313447.94,16,17,17,16,8,13
172,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=latest",3,4,21,4990693.84,15,16,16,16,10,11
173,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=median",3,4,21,4990693.84,15,16,16,16,10,11
174,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=earliest",3,4,21,4990693.84,15,16,16,16,10,11
175,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=latest",3,4,21,4990693.84,15,16,16,16,10,11
176,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=median",3,4,21,4990693.84,15,16,16,16,10,11
177,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=earliest",3,4,21,4990693.84,15,16,16,16,10,11
178,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=latest;phase=latest",3,4,21,4990693.84,15,16,16,16,10,11
179,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=latest;phase=median",3,4,21,4990693.84,15,16,16,16,10,11
180,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=latest;phase=earliest",3,4,21,4990693.84,15,16,16,16,10,11
181,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=latest;phase=latest",3,4,21,4990693.84,15,16,16,16,10,11
182,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=latest;phase=median",3,4,21,4990693.84,15,16,16,16,10,11
183,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=latest;phase=earliest",3,4,21,4990693.84,15,16,16,16,10,11
184,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=latest",3,4,21,5458901.35,15,16,16,15,9,12
185,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=median",3,4,21,5458901.35,15,16,16,15,9,12
186,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=earliest",3,4,21,5458901.35,15,16,16,15,9,12
187,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=latest",3,4,21,5471728.31,15,16,16,15,9,12
188,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=median",3,4,21,5471728.31,15,16,16,15,9,12
189,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=earliest",3,4,21,5471728.31,15,16,16,15,9,12
190,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=max;phase=latest",3,4,21,5471728.31,15,16,16,15,9,12
191,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=max;phase=median",3,4,21,5471728.31,15,16,16,15,9,12
192,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=max;phase=earliest",3,4,21,5471728.31,15,16,16,15,9,12
193,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=latest",3,4,21,5799444.43,15,16,16,15,8,13
194,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=median",3,4,21,5799444.43,15,16,16,15,8,13
195,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=earliest",3,4,21,5799444.43,15,16,16,15,8,13
196,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=latest",3,4,21,5799444.43,15,16,16,15,8,13
197,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=median",3,4,21,5799444.43,15,16,16,15,8,13
198,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=earliest",3,4,21,5799444.43,15,16,16,15,8,13
199,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=latest;phase=latest",3,4,21,5799444.43,15,16,16,15,8,13
200,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=latest;phase=median",3,4,21,5799444.43,15,16,16,15,8,13
201,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=latest;phase=earliest",3,4,21,5799444.43,15,16,16,15,8,13
202,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=latest;phase=latest",3,4,21,5799444.43,15,16,16,15,8,13
203,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=latest;phase=median",3,4,21,5799444.43,15,16,16,15,8,13
204,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=latest;phase=earliest",3,4,21,5799444.43,15,16,16,15,8,13
205,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=mean;phase=latest",3,4,21,6098691.14,15,16,16,15,9,12
206,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=mean;phase=median",3,4,21,6098691.14,15,16,16,15,9,12
207,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=mean;phase=earliest",3,4,21,6098691.14,15,16,16,15,9,12
208,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=mean;phase=latest",3,4,21,6098691.14,15,16,16,15,9,12
209,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=mean;phase=median",3,4,21,6098691.14,15,16,16,15,9,12
210,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=mean;phase=earliest",3,4,21,6098691.14,15,16,16,15,9,12
211,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=median;phase=latest",3,4,21,6254699.90,15,16,16,15,9,12
212,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=median;phase=median",3,4,21,6254699.90,15,16,16,15,9,12
213,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=median;phase=earliest",3,4,21,6254699.90,15,16,16,15,9,12
214,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=latest",3,4,21,6254699.90,15,16,16,15,9,12
215,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=median",3,4,21,6254699.90,15,16,16,15,9,12
216,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=earliest",3,4,21,6254699.90,15,16,16,15,9,12
217,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=median;phase=latest",3,4,21,6254699.90,15,16,16,15,9,12
218,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=median;phase=median",3,4,21,6254699.90,15,16,16,15,9,12
219,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=median;phase=earliest",3,4,21,6254699.90,15,16,16,15,9,12
220,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=mean;phase=latest",3,4,21,6254699.90,15,16,16,15,9,12
221,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=mean;phase=median",3,4,21,6254699.90,15,16,16,15,9,12
222,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=mean;phase=earliest",3,4,21,6254699.90,15,16,16,15,9,12
223,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=median;phase=median",3,4,21,5786974.41,15,16,15,15,10,11
224,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=median;phase=earliest",3,4,21,5786974.41,15,16,15,15,10,11
225,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=median;phase=median",3,4,21,5786974.41,15,16,15,15,10,11
226,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=median;phase=earliest",3,4,21,5786974.41,15,16,15,15,10,11
227,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=median;phase=latest",3,4,21,5787066.08,15,16,15,15,10,11
228,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=median;phase=latest",3,4,21,5787066.08,15,16,15,15,10,11
229,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=3;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=latest",3,4,21,5453820.79,14,15,15,14,9,12
230,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=3;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=median",3,4,21,5453820.79,14,15,15,14,9,12
231,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=3;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=earliest",3,4,21,5453820.79,14,15,15,14,9,12
232,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=latest",3,4,21,5557368.17,14,15,15,14,9,12
233,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=median",3,4,21,5557368.17,14,15,15,14,9,12
234,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=earliest",3,4,21,5557368.17,14,15,15,14,9,12
235,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=max;phase=latest",3,4,21,5557368.17,14,15,15,14,9,12
236,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=max;phase=median",3,4,21,5557368.17,14,15,15,14,9,12
237,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=3;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=max;phase=earliest",3,4,21,5557368.17,14,15,15,14,9,12
238,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=latest",3,4,21,6160641.83,14,15,15,13,8,13
239,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=median",3,4,21,6160641.83,14,15,15,13,8,13
240,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=earliest",3,4,21,6160641.83,14,15,15,13,8,13
241,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=latest",3,4,21,6282493.50,14,15,15,13,7,14
242,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=median",3,4,21,6282493.50,14,15,15,13,7,14
243,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=earliest",3,4,21,6282493.50,14,15,15,13,7,14
244,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=max;phase=latest",3,4,21,6282493.50,14,15,15,13,7,14
245,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=max;phase=median",3,4,21,6282493.50,14,15,15,13,7,14
246,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=2;period_estimator=max;phase=earliest",3,4,21,6282493.50,14,15,15,13,7,14
247,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=latest",3,4,21,6408303.22,14,15,15,13,7,14
248,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=median",3,4,21,6408303.22,14,15,15,13,7,14
249,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=earliest",3,4,21,6408303.22,14,15,15,13,7,14
250,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=max;phase=latest",3,4,21,6408303.22,14,15,15,13,7,14
251,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=max;phase=median",3,4,21,6408303.22,14,15,15,13,7,14
252,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=3;monthly_range=(26, 33);shortfall=True;periods=3;period_estimator=max;phase=earliest",3,4,21,6408303.22,14,15,15,13,7,14
253,"chronology=A0;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=False;periods=2;period_estimator=latest;phase=latest",2,3,22,4211596.53,20,24,22,17,16,6
254,"chronology=A1;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=False;periods=2;period_estimator=latest;phase=latest",2,3,22,4211596.53,20,24,22,16,16,6
255,"chronology=A2;debit_amount=max;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=False;periods=2;period_estimator=latest;phase=latest",2,3,22,4211596.53,20,24,22,16,16,6
256,"chronology=A0;debit_amount=max;credit_amount=latest;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=False;periods=2;period_estimator=latest;phase=latest",2,3,22,4211842.19,19,23,21,16,15,7
257,"chronology=A1;debit_amount=max;credit_amount=latest;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=False;periods=2;period_estimator=latest;phase=latest",2,3,22,4211842.19,19,23,21,15,15,7
258,"chronology=A2;debit_amount=max;credit_amount=latest;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=False;periods=2;period_estimator=latest;phase=latest",2,3,22,4211842.19,19,23,21,15,15,7
259,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=mean;phase=latest",2,3,22,4087977.70,15,17,17,15,7,15
260,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=mean;phase=median",2,3,22,4087977.70,15,17,17,15,7,15
261,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=mean;phase=earliest",2,3,22,4087977.70,15,17,17,15,7,15
262,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=median;phase=latest",2,3,22,3675918.18,15,17,16,16,8,14
263,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=median;phase=median",2,3,22,3675918.18,15,17,16,16,8,14
264,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=median;phase=earliest",2,3,22,3675918.18,15,17,16,16,8,14
265,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=latest",2,3,22,3902519.72,14,16,16,15,7,15
266,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=median",2,3,22,3902519.72,14,16,16,15,7,15
267,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=latest;phase=earliest",2,3,22,3902519.72,14,16,16,15,7,15
268,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=latest",2,3,22,3902519.72,14,16,16,15,7,15
269,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=median",2,3,22,3902519.72,14,16,16,15,7,15
270,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=latest;phase=earliest",2,3,22,3902519.72,14,16,16,15,7,15
271,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=median;phase=latest",2,3,22,4304913.98,14,16,16,15,7,15
272,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=median;phase=median",2,3,22,4304913.98,14,16,16,15,7,15
273,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=median;phase=earliest",2,3,22,4304913.98,14,16,16,15,7,15
274,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=latest",2,3,22,4304913.98,14,16,16,15,7,15
275,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=median",2,3,22,4304913.98,14,16,16,15,7,15
276,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=mean;phase=earliest",2,3,22,4304913.98,14,16,16,15,7,15
277,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=latest",2,3,22,4651069.45,13,15,15,14,6,16
278,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=median",2,3,22,4651069.45,13,15,15,14,6,16
279,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=2;period_estimator=max;phase=earliest",2,3,22,4651069.45,13,15,15,14,6,16
280,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=latest",2,3,22,4864565.38,12,14,14,13,5,17
281,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=median",2,3,22,4864565.38,12,14,14,13,5,17
282,"chronology=A0;debit_amount=median;credit_amount=median;consistent_intervals=2;fixed_tolerance=4;monthly_range=(27, 32);shortfall=True;periods=3;period_estimator=max;phase=earliest",2,3,22,4864565.38,12,14,14,13,5,17
